"Date","Price","Open","High","Low","Vol","Change %"
"10/05/2016","1.3176","1.3192","1.3233","1.3159","","-0.12%"
"10/04/2016","1.3192","1.3121","1.3216","1.3108","","0.56%"
"10/03/2016","1.3119","1.3134","1.3146","1.3067","","-0.08%"
"09/30/2016","1.3129","1.3145","1.3196","1.3084","","-0.11%"
"09/29/2016","1.3143","1.3081","1.3186","1.3046","","0.48%"
"09/28/2016","1.3080","1.3196","1.3271","1.3074","","-0.87%"
"09/27/2016","1.3195","1.3226","1.3282","1.3162","","-0.22%"
"09/26/2016","1.3224","1.3167","1.3244","1.3137","","0.43%"
"09/23/2016","1.3168","1.3046","1.3181","1.3026","","0.97%"
"09/22/2016","1.3042","1.3100","1.3104","1.2998","","-0.45%"
"09/21/2016","1.3101","1.3187","1.3239","1.3098","","-0.67%"
"09/20/2016","1.3189","1.3203","1.3244","1.3183","","-0.11%"
"09/19/2016","1.3204","1.3210","1.3226","1.3135","","-0.04%"
"09/16/2016","1.3209","1.3160","1.3249","1.3139","","0.36%"
"09/15/2016","1.3161","1.3194","1.3236","1.3127","","-0.26%"
"09/14/2016","1.3195","1.3177","1.3210","1.3126","","0.16%"
"09/13/2016","1.3174","1.3038","1.3191","1.3027","","1.05%"
"09/12/2016","1.3037","1.3044","1.3125","1.3032","","-0.08%"
"09/09/2016","1.3048","1.2939","1.3054","1.2908","","0.88%"
"09/08/2016","1.2934","1.2881","1.2940","1.2849","","0.39%"
"09/07/2016","1.2884","1.2844","1.2915","1.2820","","0.31%"
"09/06/2016","1.2844","1.2927","1.2935","1.2825","","-0.65%"
"09/05/2016","1.2928","1.2994","1.3001","1.2906","","-0.54%"
"09/02/2016","1.2998","1.3102","1.3116","1.2979","","-0.79%"
"09/01/2016","1.3102","1.3107","1.3149","1.3080","","-0.03%"
"08/31/2016","1.3106","1.3100","1.3147","1.3077","","0.05%"
"08/30/2016","1.3099","1.3008","1.3104","1.3007","","0.70%"
"08/29/2016","1.3008","1.2996","1.3049","1.2973","","0.04%"
"08/26/2016","1.3003","1.2922","1.3012","1.2830","","0.63%"
"08/25/2016","1.2922","1.2928","1.2941","1.2896","","-0.03%"
"08/24/2016","1.2926","1.2910","1.2960","1.2899","","0.10%"
"08/23/2016","1.2913","1.2946","1.2954","1.2856","","-0.25%"
"08/22/2016","1.2946","1.2870","1.2966","1.2870","","0.57%"
"08/19/2016","1.2872","1.2782","1.2893","1.2770","","0.70%"
"08/18/2016","1.2782","1.2844","1.2858","1.2761","","-0.49%"
"08/17/2016","1.2845","1.2864","1.2919","1.2829","","-0.12%"
"08/16/2016","1.2860","1.2923","1.2935","1.2796","","-0.47%"
"08/15/2016","1.2921","1.2954","1.2976","1.2900","","-0.21%"
"08/12/2016","1.2948","1.2991","1.2997","1.2922","","-0.33%"
"08/11/2016","1.2991","1.3057","1.3081","1.2956","","-0.51%"
"08/10/2016","1.3058","1.3115","1.3125","1.2989","","-0.45%"
"08/09/2016","1.3117","1.3150","1.3191","1.3107","","-0.29%"
"08/08/2016","1.3155","1.3177","1.3192","1.3135","","-0.10%"
"08/05/2016","1.3168","1.3019","1.3202","1.3007","","1.16%"
"08/04/2016","1.3017","1.3066","1.3090","1.2995","","-0.38%"
"08/03/2016","1.3067","1.3111","1.3148","1.3061","","-0.33%"
"08/02/2016","1.3110","1.3125","1.3142","1.3003","","-0.10%"
"08/01/2016","1.3123","1.3028","1.3129","1.3026","","0.71%"
"07/29/2016","1.3030","1.3156","1.3187","1.3000","","-0.96%"
"07/28/2016","1.3156","1.3191","1.3194","1.3099","","-0.24%"
"07/27/2016","1.3188","1.3184","1.3253","1.3155","","0.00%"
"07/26/2016","1.3188","1.3216","1.3246","1.3173","","-0.21%"
"07/25/2016","1.3216","1.3141","1.3244","1.3124","","0.69%"
"07/22/2016","1.3125","1.3087","1.3186","1.3053","","0.29%"
"07/21/2016","1.3087","1.3060","1.3104","1.3024","","0.22%"
"07/20/2016","1.3058","1.3020","1.3095","1.3011","","0.29%"
"07/19/2016","1.3020","1.2945","1.3055","1.2939","","0.58%"
"07/18/2016","1.2945","1.2947","1.3024","1.2925","","-0.20%"
"07/15/2016","1.2971","1.2895","1.2988","1.2860","","0.62%"
"07/14/2016","1.2891","1.2976","1.2988","1.2860","","-0.67%"
"07/13/2016","1.2978","1.3042","1.3084","1.2938","","-0.50%"
"07/12/2016","1.3043","1.3117","1.3133","1.2980","","-0.53%"
"07/11/2016","1.3113","1.3046","1.3140","1.3030","","0.53%"
"07/08/2016","1.3044","1.3002","1.3091","1.2986","","0.32%"
"07/07/2016","1.3003","1.2959","1.3022","1.2875","","0.32%"
"07/06/2016","1.2961","1.2980","1.3056","1.2944","","-0.15%"
"07/05/2016","1.2980","1.2845","1.3018","1.2841","","1.05%"
"07/04/2016","1.2845","1.2915","1.2923","1.2830","","-0.56%"
"07/01/2016","1.2917","1.2925","1.2976","1.2861","","-0.06%"
"06/30/2016","1.2925","1.2936","1.3017","1.2912","","-0.05%"
"06/29/2016","1.2931","1.3025","1.3043","1.2927","","-0.71%"
"06/28/2016","1.3023","1.3072","1.3109","1.2961","","-0.37%"
"06/27/2016","1.3072","1.2978","1.3121","1.2954","","0.51%"
"06/24/2016","1.3006","1.2768","1.3102","1.2720","","1.95%"
"06/23/2016","1.2757","1.2845","1.2849","1.2677","","-0.67%"
"06/22/2016","1.2843","1.2813","1.2853","1.2740","","0.20%"
"06/21/2016","1.2817","1.2806","1.2828","1.2760","","0.09%"
"06/20/2016","1.2805","1.2889","1.2893","1.2771","","-0.70%"
"06/17/2016","1.2895","1.2968","1.2970","1.2829","","-0.56%"
"06/16/2016","1.2968","1.2913","1.3087","1.2893","","0.43%"
"06/15/2016","1.2913","1.2873","1.2944","1.2824","","0.32%"
"06/14/2016","1.2872","1.2839","1.2874","1.2813","","0.29%"
"06/13/2016","1.2835","1.2779","1.2840","1.2749","","0.39%"
"06/10/2016","1.2785","1.2724","1.2785","1.2658","","0.50%"
"06/09/2016","1.2721","1.2693","1.2767","1.2668","","0.20%"
"06/08/2016","1.2695","1.2735","1.2762","1.2653","","-0.32%"
"06/07/2016","1.2736","1.2818","1.2839","1.2731","","-0.63%"
"06/06/2016","1.2817","1.2938","1.2984","1.2801","","-0.90%"
"06/03/2016","1.2934","1.3097","1.3108","1.2913","","-1.24%"
"06/02/2016","1.3097","1.3079","1.3145","1.3053","","0.15%"
"06/01/2016","1.3077","1.3094","1.3124","1.3042","","-0.13%"
"05/31/2016","1.3094","1.3052","1.3135","1.3014","","0.36%"
"05/30/2016","1.3047","1.3014","1.3095","1.3014","","0.22%"
"05/27/2016","1.3019","1.2979","1.3069","1.2966","","0.32%"
"05/26/2016","1.2978","1.3016","1.3040","1.2909","","-0.33%"
"05/25/2016","1.3021","1.3124","1.3135","1.3013","","-0.76%"
"05/24/2016","1.3121","1.3146","1.3190","1.3085","","-0.17%"
"05/23/2016","1.3143","1.3113","1.3175","1.3098","","0.23%"
"05/20/2016","1.3113","1.3094","1.3163","1.3075","","0.15%"
"05/19/2016","1.3094","1.3034","1.3155","1.3008","","0.46%"
"05/18/2016","1.3034","1.2907","1.3037","1.2892","","0.98%"
"05/17/2016","1.2907","1.2895","1.2956","1.2836","","0.09%"
"05/16/2016","1.2895","1.2925","1.2964","1.2873","","-0.36%"
"05/13/2016","1.2942","1.2845","1.2959","1.2832","","0.74%"
"05/12/2016","1.2847","1.2850","1.2880","1.2770","","-0.02%"
"05/11/2016","1.2850","1.2907","1.2943","1.2828","","-0.46%"
"05/10/2016","1.2910","1.2961","1.2980","1.2904","","-0.40%"
"05/09/2016","1.2962","1.2908","1.3015","1.2904","","0.41%"
"05/06/2016","1.2909","1.2853","1.2953","1.2833","","0.43%"
"05/05/2016","1.2854","1.2869","1.2877","1.2784","","-0.12%"
"05/04/2016","1.2869","1.2721","1.2887","1.2695","","1.16%"
"05/03/2016","1.2721","1.2529","1.2733","1.2460","","1.53%"
"05/02/2016","1.2529","1.2550","1.2564","1.2511","","-0.19%"
"04/29/2016","1.2553","1.2555","1.2589","1.2497","","0.01%"
"04/28/2016","1.2552","1.2598","1.2608","1.2513","","-0.37%"
"04/27/2016","1.2599","1.2604","1.2695","1.2571","","-0.04%"
"04/26/2016","1.2604","1.2679","1.2689","1.2594","","-0.59%"
"04/25/2016","1.2679","1.2675","1.2719","1.2651","","0.07%"
"04/22/2016","1.2670","1.2734","1.2760","1.2620","","-0.52%"
"04/21/2016","1.2736","1.2655","1.2751","1.2626","","0.64%"
"04/20/2016","1.2655","1.2668","1.2731","1.2592","","-0.10%"
"04/19/2016","1.2668","1.2782","1.2800","1.2630","","-0.89%"
"04/18/2016","1.2782","1.2940","1.2992","1.2776","","-0.31%"
"04/15/2016","1.2822","1.2847","1.2902","1.2797","","-0.18%"
"04/14/2016","1.2845","1.2812","1.2898","1.2780","","0.23%"
"04/13/2016","1.2816","1.2759","1.2828","1.2746","","0.43%"
"04/12/2016","1.2761","1.2896","1.2921","1.2748","","-1.06%"
"04/11/2016","1.2898","1.2984","1.3015","1.2883","","-0.69%"
"04/08/2016","1.2988","1.3147","1.3158","1.2950","","-1.19%"
"04/07/2016","1.3145","1.3089","1.3181","1.3016","","0.43%"
"04/06/2016","1.3089","1.3136","1.3188","1.3061","","-0.37%"
"04/05/2016","1.3137","1.3085","1.3219","1.3066","","0.38%"
"04/04/2016","1.3087","1.3012","1.3089","1.3000","","0.58%"
"04/01/2016","1.3011","1.3005","1.3148","1.2967","","0.05%"
"03/31/2016","1.3005","1.2965","1.3011","1.2854","","0.30%"
"03/30/2016","1.2966","1.3074","1.3082","1.2910","","-0.82%"
"03/29/2016","1.3073","1.3183","1.3217","1.3048","","-0.84%"
"03/28/2016","1.3184","1.3271","1.3286","1.3166","","-0.69%"
"03/25/2016","1.3275","1.3247","1.3286","1.3224","","0.21%"
"03/24/2016","1.3247","1.3204","1.3298","1.3199","","0.32%"
"03/23/2016","1.3205","1.3049","1.3220","1.3035","","1.22%"
"03/22/2016","1.3046","1.3100","1.3139","1.3026","","-0.43%"
"03/21/2016","1.3102","1.3003","1.3102","1.2994","","0.78%"
"03/18/2016","1.3001","1.2978","1.3045","1.2921","","0.21%"
"03/17/2016","1.2974","1.3095","1.3134","1.2943","","-0.95%"
"03/16/2016","1.3098","1.3356","1.3407","1.3092","","-1.92%"
"03/15/2016","1.3355","1.3260","1.3402","1.3256","","0.72%"
"03/14/2016","1.3260","1.3211","1.3309","1.3211","","0.39%"
"03/11/2016","1.3209","1.3346","1.3367","1.3165","","-1.03%"
"03/10/2016","1.3346","1.3250","1.3399","1.3230","","0.72%"
"03/09/2016","1.3251","1.3409","1.3447","1.3226","","-1.18%"
"03/08/2016","1.3409","1.3282","1.3427","1.3277","","0.98%"
"03/07/2016","1.3279","1.3315","1.3378","1.3261","","-0.27%"
"03/04/2016","1.3315","1.3405","1.3472","1.3311","","-0.64%"
"03/03/2016","1.3401","1.3417","1.3474","1.3369","","-0.12%"
"03/02/2016","1.3417","1.3408","1.3500","1.3404","","0.07%"
"03/01/2016","1.3408","1.3542","1.3554","1.3385","","-0.97%"
"02/29/2016","1.3540","1.3511","1.3589","1.3481","","0.21%"
"02/26/2016","1.3512","1.3531","1.3567","1.3504","","-0.14%"
"02/25/2016","1.3531","1.3699","1.3735","1.3514","","-1.25%"
"02/24/2016","1.3702","1.3793","1.3861","1.3676","","-0.67%"
"02/23/2016","1.3794","1.3702","1.3821","1.3691","","0.64%"
"02/22/2016","1.3706","1.3765","1.3794","1.3659","","-0.44%"
"02/19/2016","1.3767","1.3727","1.3847","1.3716","","0.31%"
"02/18/2016","1.3725","1.3672","1.3754","1.3651","","0.41%"
"02/17/2016","1.3669","1.3861","1.3900","1.3665","","-1.39%"
"02/16/2016","1.3861","1.3834","1.3912","1.3707","","0.19%"
"02/15/2016","1.3835","1.3852","1.3863","1.3797","","-0.09%"
"02/12/2016","1.3847","1.3938","1.3967","1.3811","","-0.63%"
"02/11/2016","1.3935","1.3925","1.4017","1.3881","","0.07%"
"02/10/2016","1.3925","1.3864","1.4000","1.3818","","0.43%"
"02/09/2016","1.3865","1.3925","1.3962","1.3785","","-0.43%"
"02/08/2016","1.3925","1.3910","1.3979","1.3840","","0.07%"
"02/05/2016","1.3915","1.3754","1.3920","1.3707","","1.18%"
"02/04/2016","1.3753","1.3778","1.3799","1.3637","","-0.20%"
"02/03/2016","1.3781","1.4057","1.4103","1.3756","","-1.94%"
"02/02/2016","1.4053","1.3948","1.4082","1.3937","","0.76%"
"02/01/2016","1.3947","1.3973","1.4063","1.3906","","-0.19%"
"01/29/2016","1.3973","1.4026","1.4111","1.3965","","-0.40%"
"01/28/2016","1.4029","1.4096","1.4124","1.3948","","-0.45%"
"01/27/2016","1.4093","1.4118","1.4158","1.4026","","-0.16%"
"01/26/2016","1.4116","1.4292","1.4327","1.4043","","-1.22%"
"01/25/2016","1.4291","1.4118","1.4295","1.4118","","1.23%"
"01/22/2016","1.4117","1.4267","1.4302","1.4113","","-1.02%"
"01/21/2016","1.4263","1.4502","1.4541","1.4227","","-1.67%"
"01/20/2016","1.4505","1.4582","1.4693","1.4474","","-0.51%"
"01/19/2016","1.4579","1.4560","1.4592","1.4430","","0.10%"
"01/18/2016","1.4564","1.4544","1.4654","1.4487","","0.17%"
"01/15/2016","1.4539","1.4365","1.4554","1.4341","","1.20%"
"01/14/2016","1.4366","1.4340","1.4399","1.4333","","0.17%"
"01/13/2016","1.4341","1.4261","1.4383","1.4186","","0.55%"
"01/12/2016","1.4263","1.4213","1.4316","1.4173","","0.33%"
"01/11/2016","1.4216","1.4169","1.4247","1.4064","","0.32%"
"01/08/2016","1.4170","1.4115","1.4180","1.4057","","0.38%"
"01/07/2016","1.4116","1.4074","1.4172","1.4049","","0.31%"
"01/06/2016","1.4073","1.3994","1.4109","1.3971","","0.55%"
"01/05/2016","1.3996","1.3950","1.4021","1.3895","","0.31%"
"01/04/2016","1.3953","1.3838","1.3985","1.3814","","0.75%"
"01/01/2016","1.3849","1.3840","1.3870","1.3836","","0.06%"
"12/31/2015","1.3841","1.3877","1.3905","1.3819","","-0.27%"
"12/30/2015","1.3879","1.3843","1.3928","1.3826","","0.27%"
"12/29/2015","1.3842","1.3904","1.3941","1.3814","","-0.46%"
"12/28/2015","1.3906","1.3815","1.3916","1.3815","","0.61%"
"12/25/2015","1.3822","1.3819","1.3842","1.3796","","0.03%"
"12/24/2015","1.3818","1.3847","1.3876","1.3815","","-0.21%"
"12/23/2015","1.3847","1.3920","1.3935","1.3832","","-0.52%"
"12/22/2015","1.3920","1.3959","1.3967","1.3914","","-0.27%"
"12/21/2015","1.3958","1.3937","1.3994","1.3912","","0.02%"
"12/18/2015","1.3955","1.3937","1.4001","1.3853","","0.13%"
"12/17/2015","1.3937","1.3777","1.3988","1.3775","","1.14%"
"12/16/2015","1.3780","1.3733","1.3850","1.3726","","0.36%"
"12/15/2015","1.3730","1.3734","1.3767","1.3671","","-0.03%"
"12/14/2015","1.3734","1.3748","1.3781","1.3675","","-0.16%"
"12/11/2015","1.3756","1.3626","1.3758","1.3620","","0.97%"
"12/10/2015","1.3624","1.3581","1.3642","1.3531","","0.35%"
"12/09/2015","1.3577","1.3586","1.3621","1.3515","","-0.05%"
"12/08/2015","1.3584","1.3498","1.3622","1.3495","","0.66%"
"12/07/2015","1.3495","1.3367","1.3525","1.3364","","0.99%"
"12/04/2015","1.3363","1.3354","1.3417","1.3314","","0.04%"
"12/03/2015","1.3357","1.3345","1.3401","1.3291","","0.10%"
"12/02/2015","1.3344","1.3354","1.3407","1.3310","","-0.10%"
"12/01/2015","1.3357","1.3366","1.3391","1.3309","","-0.04%"
"11/30/2015","1.3363","1.3365","1.3394","1.3308","","-0.06%"
"11/27/2015","1.3371","1.3293","1.3377","1.3287","","0.59%"
"11/26/2015","1.3293","1.3290","1.3326","1.3282","","0.05%"
"11/25/2015","1.3286","1.3303","1.3340","1.3278","","-0.13%"
"11/24/2015","1.3303","1.3362","1.3378","1.3283","","-0.46%"
"11/23/2015","1.3365","1.3337","1.3436","1.3325","","0.16%"
"11/20/2015","1.3343","1.3286","1.3357","1.3268","","0.46%"
"11/19/2015","1.3282","1.3303","1.3315","1.3244","","-0.13%"
"11/18/2015","1.3299","1.3319","1.3370","1.3296","","-0.15%"
"11/17/2015","1.3319","1.3328","1.3346","1.3295","","-0.09%"
"11/16/2015","1.3331","1.3323","1.3373","1.3291","","0.06%"
"11/13/2015","1.3323","1.3291","1.3350","1.3264","","0.24%"
"11/12/2015","1.3291","1.3260","1.3342","1.3222","","0.23%"
"11/11/2015","1.3261","1.3275","1.3285","1.3230","","-0.11%"
"11/10/2015","1.3276","1.3288","1.3299","1.3243","","-0.07%"
"11/09/2015","1.3285","1.3302","1.3311","1.3242","","-0.16%"
"11/06/2015","1.3306","1.3171","1.3317","1.3154","","1.06%"
"11/05/2015","1.3167","1.3147","1.3188","1.3138","","0.15%"
"11/04/2015","1.3147","1.3061","1.3193","1.3043","","0.67%"
"11/03/2015","1.3060","1.3095","1.3167","1.3036","","-0.27%"
"11/02/2015","1.3095","1.3077","1.3119","1.3065","","0.13%"
"10/30/2015","1.3078","1.3169","1.3193","1.3054","","-0.71%"
"10/29/2015","1.3172","1.3191","1.3240","1.3131","","-0.15%"
"10/28/2015","1.3192","1.3266","1.3281","1.3088","","-0.56%"
"10/27/2015","1.3266","1.3154","1.3274","1.3152","","0.86%"
"10/26/2015","1.3153","1.3164","1.3186","1.3120","","-0.09%"
"10/23/2015","1.3165","1.3091","1.3201","1.3041","","0.58%"
"10/22/2015","1.3089","1.3138","1.3161","1.3081","","-0.38%"
"10/21/2015","1.3139","1.2980","1.3144","1.2967","","1.24%"
"10/20/2015","1.2978","1.3020","1.3048","1.2933","","-0.31%"
"10/19/2015","1.3019","1.2914","1.3030","1.2899","","0.84%"
"10/16/2015","1.2910","1.2864","1.2942","1.2851","","0.35%"
"10/15/2015","1.2865","1.2936","1.2951","1.2830","","-0.55%"
"10/14/2015","1.2936","1.3034","1.3039","1.2908","","-0.79%"
"10/13/2015","1.3039","1.2999","1.3081","1.2954","","0.32%"
"10/12/2015","1.2997","1.2952","1.3013","1.2902","","0.41%"
"10/09/2015","1.2944","1.3018","1.3024","1.2900","","-0.57%"
"10/08/2015","1.3018","1.3058","1.3075","1.2978","","-0.31%"
"10/07/2015","1.3058","1.3035","1.3074","1.2973","","0.18%"
"10/06/2015","1.3035","1.3086","1.3137","1.3025","","-0.40%"
"10/05/2015","1.3087","1.3155","1.3176","1.3064","","-0.47%"
"10/02/2015","1.3149","1.3267","1.3270","1.3149","","-0.90%"
"10/01/2015","1.3268","1.3312","1.3333","1.3217","","-0.35%"
"09/30/2015","1.3315","1.3424","1.3433","1.3305","","-0.80%"
"09/29/2015","1.3422","1.3398","1.3457","1.3371","","0.17%"
"09/28/2015","1.3399","1.3333","1.3399","1.3316","","0.46%"
"09/25/2015","1.3337","1.3303","1.3356","1.3296","","0.27%"
"09/24/2015","1.3301","1.3321","1.3418","1.3289","","-0.14%"
"09/23/2015","1.3320","1.3274","1.3358","1.3232","","0.38%"
"09/22/2015","1.3270","1.3253","1.3299","1.3217","","0.11%"
"09/21/2015","1.3256","1.3205","1.3266","1.3174","","0.23%"
"09/18/2015","1.3226","1.3184","1.3232","1.3011","","0.33%"
"09/17/2015","1.3183","1.3170","1.3207","1.3071","","0.09%"
"09/16/2015","1.3171","1.3251","1.3262","1.3161","","-0.57%"
"09/15/2015","1.3247","1.3266","1.3274","1.3224","","-0.12%"
"09/14/2015","1.3263","1.3259","1.3282","1.3224","","0.01%"
"09/11/2015","1.3262","1.3251","1.3311","1.3213","","0.06%"
"09/10/2015","1.3254","1.3257","1.3289","1.3175","","-0.02%"
"09/09/2015","1.3257","1.3209","1.3262","1.3153","","0.38%"
"09/08/2015","1.3207","1.3310","1.3312","1.3184","","-0.75%"
"09/07/2015","1.3307","1.3274","1.3310","1.3243","","0.17%"
"09/04/2015","1.3284","1.3180","1.3291","1.3162","","0.82%"
"09/03/2015","1.3176","1.3270","1.3290","1.3135","","-0.68%"
"09/02/2015","1.3266","1.3260","1.3326","1.3199","","0.05%"
"09/01/2015","1.3260","1.3140","1.3262","1.3117","","0.94%"
"08/31/2015","1.3137","1.3201","1.3328","1.3115","","-0.48%"
"08/28/2015","1.3201","1.3197","1.3300","1.3165","","0.02%"
"08/27/2015","1.3199","1.3291","1.3306","1.3178","","-0.69%"
"08/26/2015","1.3291","1.3335","1.3350","1.3249","","-0.32%"
"08/25/2015","1.3333","1.3287","1.3354","1.3146","","0.33%"
"08/24/2015","1.3289","1.3186","1.3289","1.3159","","0.78%"
"08/21/2015","1.3186","1.3090","1.3189","1.3060","","0.73%"
"08/20/2015","1.3090","1.3127","1.3179","1.3059","","-0.30%"
"08/19/2015","1.3129","1.3060","1.3178","1.3022","","0.54%"
"08/18/2015","1.3059","1.3080","1.3128","1.3039","","-0.15%"
"08/17/2015","1.3079","1.3087","1.3154","1.3058","","-0.06%"
"08/14/2015","1.3087","1.3060","1.3098","1.3013","","0.22%"
"08/13/2015","1.3058","1.2974","1.3093","1.2957","","0.63%"
"08/12/2015","1.2976","1.3114","1.3157","1.2950","","-1.04%"
"08/11/2015","1.3113","1.3002","1.3153","1.2994","","0.86%"
"08/10/2015","1.3001","1.3131","1.3182","1.2990","","-0.97%"
"08/07/2015","1.3129","1.3108","1.3184","1.3049","","0.16%"
"08/06/2015","1.3108","1.3180","1.3199","1.3095","","-0.55%"
"08/05/2015","1.3180","1.3194","1.3215","1.3109","","-0.08%"
"08/04/2015","1.3191","1.3152","1.3202","1.3104","","0.29%"
"08/03/2015","1.3153","1.3096","1.3178","1.3079","","0.49%"
"07/31/2015","1.3089","1.2995","1.3095","1.2942","","0.68%"
"07/30/2015","1.3001","1.2944","1.3045","1.2940","","0.42%"
"07/29/2015","1.2946","1.2923","1.2969","1.2862","","0.19%"
"07/28/2015","1.2921","1.3038","1.3044","1.2910","","-0.90%"
"07/27/2015","1.3039","1.3035","1.3049","1.2978","","-0.08%"
"07/24/2015","1.3049","1.3035","1.3104","1.3013","","0.11%"
"07/23/2015","1.3035","1.3032","1.3048","1.2948","","0.01%"
"07/22/2015","1.3034","1.2950","1.3055","1.2935","","0.66%"
"07/21/2015","1.2948","1.2992","1.3015","1.2917","","-0.36%"
"07/20/2015","1.2995","1.2973","1.3027","1.2953","","0.19%"
"07/17/2015","1.2971","1.2953","1.3008","1.2945","","0.13%"
"07/16/2015","1.2954","1.2911","1.2971","1.2903","","0.31%"
"07/15/2015","1.2914","1.2728","1.2961","1.2722","","1.49%"
"07/14/2015","1.2724","1.2742","1.2807","1.2717","","-0.14%"
"07/13/2015","1.2742","1.2673","1.2792","1.2670","","0.66%"
"07/10/2015","1.2658","1.2706","1.2756","1.2655","","-0.38%"
"07/09/2015","1.2706","1.2747","1.2751","1.2665","","-0.32%"
"07/08/2015","1.2747","1.2707","1.2771","1.2687","","0.34%"
"07/07/2015","1.2704","1.2652","1.2780","1.2641","","0.42%"
"07/06/2015","1.2651","1.2570","1.2664","1.2561","","0.61%"
"07/03/2015","1.2574","1.2538","1.2604","1.2536","","0.29%"
"07/02/2015","1.2538","1.2590","1.2635","1.2537","","-0.41%"
"07/01/2015","1.2589","1.2495","1.2600","1.2474","","0.77%"
"06/30/2015","1.2493","1.2405","1.2501","1.2360","","0.73%"
"06/29/2015","1.2402","1.2343","1.2414","1.2304","","0.68%"
"06/26/2015","1.2318","1.2328","1.2398","1.2311","","-0.09%"
"06/25/2015","1.2329","1.2382","1.2400","1.2309","","-0.43%"
"06/24/2015","1.2382","1.2323","1.2422","1.2273","","0.44%"
"06/23/2015","1.2328","1.2311","1.2386","1.2308","","0.16%"
"06/22/2015","1.2308","1.2266","1.2329","1.2216","","0.34%"
"06/19/2015","1.2266","1.2222","1.2296","1.2212","","0.36%"
"06/18/2015","1.2222","1.2228","1.2252","1.2125","","-0.03%"
"06/17/2015","1.2226","1.2294","1.2336","1.2220","","-0.55%"
"06/16/2015","1.2294","1.2327","1.2348","1.2283","","-0.25%"
"06/15/2015","1.2325","1.2317","1.2361","1.2294","","0.02%"
"06/12/2015","1.2322","1.2289","1.2349","1.2275","","0.24%"
"06/11/2015","1.2292","1.2254","1.2355","1.2250","","0.31%"
"06/10/2015","1.2254","1.2338","1.2353","1.2201","","-0.68%"
"06/09/2015","1.2338","1.2412","1.2443","1.2306","","-0.58%"
"06/08/2015","1.2410","1.2439","1.2471","1.2380","","-0.23%"
"06/05/2015","1.2439","1.2504","1.2563","1.2426","","-0.52%"
"06/04/2015","1.2504","1.2452","1.2504","1.2433","","0.40%"
"06/03/2015","1.2454","1.2399","1.2510","1.2382","","0.43%"
