"Date","Price","Open","High","Low","Vol.","Change %"
"09/08/2008","802.35","806.00","819.00","797.50","","-0.18%"
"09/05/2008","803.80","796.20","820.30","791.35","","1.04%"
"09/04/2008","795.55","801.75","815.70","794.65","","-0.71%"
"09/03/2008","801.25","806.25","809.10","790.05","","-0.53%"
"09/02/2008","805.50","816.95","819.75","791.40","","-1.54%"
"09/01/2008","818.10","835.50","836.30","816.20","","-1.53%"
"08/29/2008","830.80","833.80","839.30","829.90","","-0.41%"
"08/28/2008","834.25","826.50","845.00","826.00","","0.89%"
"08/27/2008","826.90","824.25","835.40","822.05","","0.28%"
"08/26/2008","824.60","822.05","830.50","807.50","","0.30%"
"08/25/2008","822.10","825.85","826.70","817.45","","-0.12%"
"08/22/2008","823.10","835.70","838.50","821.70","","-1.60%"
"08/21/2008","836.45","813.45","840.00","811.60","","2.80%"
"08/20/2008","813.65","813.95","818.80","801.20","","-0.07%"
"08/19/2008","814.25","799.90","816.25","783.05","","1.86%"
"08/18/2008","799.35","793.75","804.65","790.25","","1.63%"
"08/15/2008","786.50","806.40","806.50","774.90","","-2.49%"
"08/14/2008","806.60","826.40","837.50","805.40","","-2.42%"
"08/13/2008","826.60","812.30","830.60","806.30","","1.84%"
"08/12/2008","811.65","823.15","827.30","802.90","","-1.42%"
"08/11/2008","823.30","856.85","866.50","818.70","","-3.86%"
"08/08/2008","856.35","872.45","874.50","851.50","","-1.96%"
"08/07/2008","873.45","879.65","885.80","868.40","","-0.70%"
"08/06/2008","879.60","874.40","887.00","873.35","","0.61%"
"08/05/2008","874.25","895.25","895.90","873.80","","-2.28%"
"08/04/2008","894.65","910.45","916.20","894.40","","-1.75%"
"08/01/2008","910.55","914.55","917.90","902.80","","-0.36%"
"07/31/2008","913.85","908.00","926.20","906.90","","0.82%"
"07/30/2008","906.45","918.50","919.65","894.50","","-1.24%"
"07/29/2008","917.85","931.05","934.00","914.80","","-1.40%"
"07/28/2008","930.90","928.90","933.40","922.95","","0.13%"
"07/25/2008","929.70","928.25","935.90","919.40","","0.24%"
"07/24/2008","927.50","921.10","931.90","916.80","","0.73%"
"07/23/2008","920.75","945.70","949.75","918.15","","-2.61%"
"07/22/2008","945.40","965.55","976.35","943.20","","-2.16%"
"07/21/2008","966.30","956.25","969.25","955.55","","1.15%"
"07/18/2008","955.30","957.30","965.10","950.50","","-0.24%"
"07/17/2008","957.60","959.85","979.25","954.20","","-0.26%"
"07/16/2008","960.10","977.85","981.75","958.30","","-1.79%"
"07/15/2008","977.60","973.40","988.75","966.00","","0.50%"
"07/14/2008","972.70","966.05","975.65","954.40","","0.83%"
"07/11/2008","964.70","945.55","968.60","942.40","","1.85%"
"07/10/2008","947.15","928.85","948.40","926.10","","2.00%"
"07/09/2008","928.55","920.35","929.55","916.40","","0.93%"
"07/08/2008","920.00","925.75","934.50","913.00","","-0.67%"
"07/07/2008","926.25","933.15","933.15","915.30","","-0.76%"
"07/04/2008","933.30","933.45","937.00","929.80","","-0.06%"
"07/03/2008","933.85","944.60","947.35","927.70","","-1.22%"
"07/02/2008","945.35","939.95","947.50","932.50","","0.59%"
"07/01/2008","939.85","926.50","946.80","923.15","","1.59%"
"06/30/2008","925.10","929.20","936.00","919.00","","-0.30%"
"06/27/2008","927.85","916.80","931.10","910.80","","1.18%"
"06/26/2008","917.05","886.70","918.00","885.20","","3.47%"
"06/25/2008","886.30","890.00","890.75","874.50","","-0.40%"
"06/24/2008","889.90","883.80","894.20","882.65","","0.66%"
"06/23/2008","884.05","901.95","907.85","877.70","","-1.97%"
"06/20/2008","901.85","898.60","908.40","896.75","","0.33%"
"06/19/2008","898.85","894.70","908.90","884.05","","0.55%"
"06/18/2008","893.95","882.55","894.90","881.25","","1.25%"
"06/17/2008","882.90","882.50","889.35","874.80","","0.07%"
"06/16/2008","882.30","869.85","895.70","867.50","","1.27%"
"06/13/2008","871.20","869.20","874.95","860.10","","0.26%"
"06/12/2008","868.90","880.60","883.00","857.80","","-1.32%"
"06/11/2008","880.55","868.30","883.70","867.80","","1.52%"
"06/10/2008","867.35","892.30","895.65","865.15","","-2.86%"
"06/09/2008","892.90","902.85","909.70","891.40","","-1.05%"
"06/06/2008","902.35","877.50","902.45","877.40","","2.73%"
"06/05/2008","878.35","878.85","880.80","865.45","","-0.03%"
"06/04/2008","878.65","881.10","887.50","876.85","","-0.31%"
"06/03/2008","881.40","891.10","898.10","876.10","","-1.02%"
"06/02/2008","890.50","887.45","897.80","881.80","","0.41%"
"05/30/2008","886.90","878.15","890.60","871.00","","1.08%"
"05/29/2008","877.40","902.75","903.70","874.05","","-2.63%"
"05/28/2008","901.10","905.70","910.40","889.90","","-0.52%"
"05/27/2008","905.80","929.05","931.50","904.50","","-2.51%"
"05/26/2008","929.10","925.40","929.60","923.95","","0.42%"
"05/23/2008","925.20","920.65","929.60","915.55","","0.36%"
"05/22/2008","921.85","932.45","936.30","918.05","","-1.13%"
"05/21/2008","932.35","920.95","932.90","917.40","","1.41%"
"05/20/2008","919.35","905.10","924.40","903.40","","1.59%"
"05/19/2008","904.95","904.00","914.35","901.55","","0.29%"
"05/16/2008","902.30","882.20","905.70","880.50","","2.37%"
"05/15/2008","881.45","864.95","888.50","862.75","","1.94%"
"05/14/2008","864.65","866.25","871.80","860.30","","-0.21%"
"05/13/2008","866.50","882.70","885.65","861.60","","-1.86%"
"05/12/2008","882.90","884.20","890.10","878.45","","-0.23%"
"05/09/2008","884.90","884.30","890.80","871.00","","0.18%"
"05/08/2008","883.30","868.90","886.25","864.25","","1.75%"
"05/07/2008","868.15","876.10","882.05","864.75","","-0.90%"
"05/06/2008","876.05","873.65","883.70","871.70","","0.23%"
"05/05/2008","874.05","858.80","875.05","858.55","","2.05%"
"05/02/2008","856.45","852.25","859.90","846.00","","0.45%"
"05/01/2008","852.65","877.15","882.30","848.10","","-2.10%"
"04/30/2008","870.95","870.20","877.10","863.30","","-0.01%"
"04/29/2008","871.05","893.30","893.85","869.20","","-2.51%"
"04/28/2008","893.50","888.50","896.80","886.75","","0.83%"
"04/25/2008","886.15","887.30","897.50","878.60","","-0.07%"
"04/24/2008","886.80","903.65","907.30","884.05","","-1.92%"
"04/23/2008","904.20","917.50","923.60","898.10","","-1.50%"
"04/22/2008","918.00","914.50","926.00","912.50","","0.42%"
"04/21/2008","914.20","918.90","928.90","911.80","","-0.24%"
"04/18/2008","916.40","939.30","946.80","904.75","","-2.44%"
"04/17/2008","939.30","945.20","953.00","937.70","","-0.61%"
"04/16/2008","945.10","928.30","949.30","924.40","","1.80%"
"04/15/2008","928.40","924.70","936.90","921.65","","0.42%"
"04/14/2008","924.50","919.60","931.50","914.50","","-0.09%"
"04/11/2008","925.30","929.20","932.30","918.30","","-0.38%"
"04/10/2008","928.80","934.00","939.80","922.50","","-0.58%"
"04/09/2008","934.20","915.60","935.10","903.20","","2.05%"
"04/08/2008","915.40","920.90","925.90","908.30","","-0.54%"
"04/07/2008","920.40","912.70","929.50","911.00","","0.78%"
"04/04/2008","913.30","904.10","914.80","899.60","","1.11%"
"04/03/2008","903.30","902.20","909.10","889.70","","-0.07%"
"04/02/2008","903.90","884.30","905.70","882.00","","2.31%"
"04/01/2008","883.50","915.65","921.00","873.30","","-3.52%"
"03/31/2008","915.70","931.60","941.20","915.30","","-1.58%"
"03/28/2008","930.40","947.50","950.90","923.50","","-1.84%"
"03/27/2008","947.80","954.30","954.90","940.35","","-0.66%"
"03/26/2008","954.10","939.00","954.80","934.90","","1.64%"
"03/25/2008","938.70","914.30","939.20","911.90","","2.58%"
"03/24/2008","915.10","915.60","926.70","906.40","","-0.48%"
"03/21/2008","919.50","913.40","920.30","911.40","","1.04%"
"03/20/2008","910.00","938.70","943.40","905.05","","-3.59%"
"03/19/2008","943.90","981.20","997.60","939.50","","-3.87%"
"03/18/2008","981.90","1,003.90","1,012.70","978.20","","-2.07%"
"03/17/2008","1,002.70","1,002.90","1,031.20","998.80","","0.96%"
"03/14/2008","993.20","996.00","1,007.50","990.90","","-0.21%"
"03/13/2008","995.30","983.70","1,000.30","981.80","","1.20%"
"03/12/2008","983.50","973.10","983.50","968.50","","1.04%"
"03/11/2008","973.40","973.60","985.70","964.75","","0.00%"
"03/10/2008","973.40","973.40","980.80","961.40","","0.00%"
"03/07/2008","973.40","978.80","988.40","969.80","","-0.48%"
"03/06/2008","978.10","988.60","992.30","965.30","","-1.03%"
"03/05/2008","988.30","964.20","992.20","959.85","","2.58%"
"03/04/2008","963.40","983.90","988.30","960.80","","-2.07%"
"03/03/2008","983.80","973.40","989.70","973.40","","1.16%"
"02/29/2008","972.48","956.58","976.27","956.58","","0.32%"
"02/28/2008","969.35","957.65","969.35","953.35","","1.16%"
"02/27/2008","958.20","948.20","965.10","948.10","","0.98%"
"02/26/2008","948.90","940.20","948.90","926.80","","0.97%"
"02/25/2008","939.80","946.00","952.30","933.10","","-0.60%"
"02/22/2008","945.50","944.90","949.80","935.70","","0.06%"
"02/21/2008","944.90","943.90","954.00","937.90","","0.00%"
"02/20/2008","944.90","927.90","945.60","913.70","","1.87%"
"02/19/2008","927.60","905.60","930.80","905.15","","2.34%"
"02/18/2008","906.40","903.20","909.65","900.50","","0.41%"
"02/15/2008","902.70","908.70","915.60","898.30","","-0.61%"
"02/14/2008","908.20","906.70","914.20","901.90","","0.34%"
"02/13/2008","905.10","906.50","910.40","896.50","","-0.11%"
"02/12/2008","906.10","924.20","925.00","903.10","","-2.02%"
"02/11/2008","924.75","921.35","927.25","916.00","","0.70%"
"02/08/2008","918.35","905.35","920.45","905.35","","1.01%"
"02/07/2008","909.15","900.10","911.35","896.65","","0.93%"
"02/06/2008","900.75","887.10","907.55","886.15","","1.53%"
"02/05/2008","887.20","903.85","906.60","885.65","","-1.94%"
"02/04/2008","904.75","906.10","912.60","892.00","","-0.62%"
"02/01/2008","910.38","924.38","936.88","905.08","","-1.65%"
"01/31/2008","925.62","927.62","929.23","919.23","","-0.36%"
"01/30/2008","929.00","923.75","933.00","917.20","","0.56%"
"01/29/2008","923.85","927.35","933.45","917.10","","-0.43%"
"01/28/2008","927.85","915.60","929.55","914.85","","1.57%"
"01/25/2008","913.50","913.00","923.90","908.50","","0.68%"
"01/24/2008","907.35","891.10","910.85","889.10","","2.01%"
"01/23/2008","889.45","890.65","895.95","876.75","","-0.13%"
"01/22/2008","890.65","861.60","894.65","849.85","","2.80%"
"01/21/2008","866.35","881.60","882.85","858.75","","-2.06%"
"01/18/2008","884.55","877.25","888.55","870.45","","0.77%"
"01/17/2008","877.75","878.55","890.45","875.85","","0.02%"
"01/16/2008","877.55","889.85","899.60","874.55","","-1.93%"
"01/15/2008","894.85","903.75","914.15","893.65","","-1.14%"
"01/14/2008","905.20","898.00","914.40","892.60","","1.05%"
"01/11/2008","895.75","892.65","898.35","887.50","","0.30%"
"01/10/2008","893.10","878.50","895.30","866.40","","1.74%"
"01/09/2008","877.80","877.70","891.80","872.00","","0.01%"
"01/08/2008","877.70","857.90","881.50","856.90","","2.31%"
"01/07/2008","857.90","860.80","865.20","855.60","","-0.42%"
"01/04/2008","861.50","863.70","868.90","854.60","","-0.22%"
"01/03/2008","863.40","857.00","869.45","853.40","","0.72%"
"01/02/2008","857.20","837.00","861.50","834.70","","2.82%"
"01/01/2008","833.70","833.70","833.80","833.60","","0.01%"
"12/31/2007","833.60","839.50","843.60","832.10","","-0.64%"
"12/28/2007","839.00","825.90","840.20","824.80","","1.72%"
"12/27/2007","824.80","824.40","831.60","821.70","","-0.02%"
"12/26/2007","825.00","808.65","826.50","808.20","","2.23%"
"12/25/2007","807.00","811.70","812.20","804.15","","-0.60%"
"12/24/2007","811.90","811.70","815.20","808.40","","0.14%"
"12/21/2007","810.80","796.70","812.60","795.70","","1.77%"
"12/20/2007","796.70","802.40","803.40","793.60","","-0.69%"
"12/19/2007","802.20","802.90","805.00","797.90","","0.00%"
"12/18/2007","802.20","792.90","806.60","790.40","","1.33%"
"12/17/2007","791.70","793.80","798.90","785.40","","-0.40%"
"12/14/2007","794.90","797.60","803.90","788.00","","-0.31%"
"12/13/2007","797.40","813.90","813.90","792.00","","-2.02%"
"12/12/2007","813.80","797.80","817.40","797.10","","2.04%"
"12/11/2007","797.50","808.60","813.40","797.20","","-1.48%"
"12/10/2007","809.50","794.80","812.50","794.30","","1.75%"
"12/07/2007","795.60","802.60","805.20","791.40","","-0.88%"
"12/06/2007","802.70","794.60","805.75","785.40","","0.92%"
"12/05/2007","795.40","802.10","807.10","791.60","","-0.97%"
"12/04/2007","803.20","791.80","805.90","787.00","","1.48%"
"12/03/2007","791.50","783.10","791.80","777.40","","1.10%"
"11/30/2007","782.90","793.10","799.40","779.10","","-1.30%"
"11/29/2007","793.20","803.90","808.30","793.00","","-1.50%"
"11/28/2007","805.30","812.50","815.70","791.70","","-0.76%"
"11/27/2007","811.50","824.40","829.50","808.30","","-1.35%"
"11/26/2007","822.60","821.40","837.10","821.40","","-0.10%"
"11/23/2007","823.40","804.60","826.10","803.00","","2.36%"
"11/22/2007","804.40","800.45","805.80","798.30","","0.27%"
"11/21/2007","802.20","804.50","807.40","794.80","","-0.19%"
"11/20/2007","803.70","781.90","803.70","773.00","","2.81%"
"11/19/2007","781.70","786.50","794.30","775.30","","-0.71%"
"11/16/2007","787.30","789.00","797.65","784.00","","-0.16%"
"11/15/2007","788.60","811.60","818.30","782.75","","-2.86%"
"11/14/2007","811.80","801.00","816.00","800.10","","1.40%"
"11/13/2007","800.60","803.50","809.10","791.20","","-0.37%"
"11/12/2007","803.60","830.90","831.00","797.90","","-3.38%"
"11/09/2007","831.70","832.70","839.30","827.60","","0.01%"
"11/08/2007","831.60","830.50","845.70","824.00","","-0.07%"
"11/07/2007","832.20","825.10","845.80","822.70","","0.97%"
"11/06/2007","824.20","806.50","824.70","806.30","","2.19%"
"11/05/2007","806.50","807.40","811.30","801.30","","-0.12%"
"11/02/2007","807.50","787.90","808.10","787.40","","2.52%"
"11/01/2007","787.62","796.12","799.92","784.73","","-1.08%"
"10/31/2007","796.20","781.90","796.90","777.10","","1.87%"
"10/30/2007","781.60","791.20","792.40","779.50","","-1.24%"
"10/29/2007","791.40","784.80","794.80","784.50","","0.76%"
"10/26/2007","785.40","769.20","786.10","768.60","","2.09%"
"10/25/2007","769.30","764.10","769.60","762.00","","0.71%"
"10/24/2007","763.90","759.60","764.35","754.30","","0.55%"
"10/23/2007","759.70","754.80","761.30","753.00","","0.70%"
"10/22/2007","754.40","766.70","768.60","745.90","","-1.41%"
"10/19/2007","765.20","768.15","770.40","758.50","","-0.18%"
"10/18/2007","766.60","755.30","766.60","755.10","","1.54%"
"10/17/2007","755.00","760.65","765.00","754.50","","-0.68%"
"10/16/2007","760.20","759.00","767.00","754.40","","0.12%"
"10/15/2007","759.30","749.30","760.30","747.80","","1.29%"
"10/12/2007","749.60","748.30","752.50","745.20","","0.24%"
"10/11/2007","747.80","740.90","754.00","740.60","","0.92%"
"10/10/2007","741.00","738.20","746.20","737.50","","0.41%"
"10/09/2007","738.00","733.20","740.60","727.15","","0.64%"
"10/08/2007","733.30","741.65","742.70","731.55","","-1.27%"
"10/05/2007","742.70","737.80","744.30","728.10","","0.68%"
"10/04/2007","737.70","728.60","738.60","721.10","","1.39%"
"10/03/2007","727.60","732.10","736.40","726.50","","-0.53%"
"10/02/2007","731.50","747.40","747.50","724.75","","-2.10%"
"10/01/2007","747.20","744.20","748.05","741.30","","0.42%"
"09/28/2007","744.10","734.20","745.90","733.60","","1.31%"
"09/27/2007","734.50","728.00","736.30","727.20","","0.88%"
"09/26/2007","728.10","731.50","737.10","726.80","","-0.45%"
"09/25/2007","731.40","730.50","733.85","722.70","","0.14%"
"09/24/2007","730.40","729.60","736.45","726.70","","-0.11%"
"09/21/2007","731.20","734.00","739.40","727.30","","-0.30%"
"09/20/2007","733.40","721.60","738.70","721.20","","1.62%"
"09/19/2007","721.70","724.10","726.40","720.75","","-0.29%"
"09/18/2007","723.80","717.40","724.50","712.00","","0.84%"
"09/17/2007","717.80","706.70","720.05","706.40","","1.51%"
"09/14/2007","707.10","708.00","717.40","704.20","","-0.21%"
"09/13/2007","708.60","711.30","712.50","703.80","","-0.46%"
"09/12/2007","711.90","712.20","714.40","705.70","","-0.11%"
"09/11/2007","712.70","702.60","714.50","702.30","","1.39%"
"09/10/2007","702.90","700.40","707.00","699.30","","0.30%"
"09/07/2007","700.80","696.30","707.40","692.20","","0.76%"
"09/06/2007","695.50","681.60","698.00","681.05","","2.02%"
"09/05/2007","681.70","682.40","683.50","678.50","","-0.06%"
"09/04/2007","682.10","672.90","683.80","671.60","","1.45%"
"09/03/2007","672.35","673.25","673.75","671.25","","-0.10%"
"08/31/2007","673.00","665.00","674.70","664.70","","1.19%"
"08/30/2007","665.10","667.70","668.10","663.50","","-0.36%"
"08/29/2007","667.50","662.20","669.05","661.80","","0.74%"
"08/28/2007","662.60","667.10","668.50","662.20","","-0.75%"
"08/27/2007","667.60","668.90","668.90","665.80","","-0.12%"
"08/24/2007","668.40","660.35","669.50","657.65","","1.29%"
"08/23/2007","659.90","660.80","665.45","658.65","","-0.18%"
"08/22/2007","661.10","657.60","662.20","654.90","","0.55%"
"08/21/2007","657.50","658.60","660.10","654.50","","-0.11%"
"08/20/2007","658.20","656.60","660.60","653.60","","0.15%"
"08/17/2007","657.20","650.30","663.80","645.80","","0.67%"
"08/16/2007","652.80","667.40","668.20","641.50","","-2.22%"
"08/15/2007","667.60","669.50","671.10","662.40","","-0.24%"
"08/14/2007","669.20","669.20","671.70","666.15","","-0.03%"
"08/13/2007","669.40","672.40","673.10","668.50","","-0.51%"
"08/10/2007","672.80","666.40","676.90","658.50","","1.69%"
"08/09/2007","661.60","674.80","674.80","659.90","","-1.93%"
"08/08/2007","674.60","672.20","677.00","669.90","","0.33%"
"08/07/2007","672.40","672.10","673.15","666.60","","0.09%"
"08/06/2007","671.80","672.90","676.80","669.10","","-0.22%"
"08/03/2007","673.30","665.70","674.60","665.20","","1.25%"
"08/02/2007","665.00","667.50","667.65","662.80","","-0.34%"
"08/01/2007","667.30","663.40","667.50","659.40","","0.57%"
"07/31/2007","663.50","665.20","669.20","663.50","","-0.26%"
"07/30/2007","665.20","661.10","665.90","660.20","","0.57%"
"07/27/2007","661.40","663.10","667.40","657.30","","-0.05%"
"07/26/2007","661.70","675.60","677.00","660.75","","-2.01%"
"07/25/2007","675.30","682.20","682.20","670.90","","-1.01%"
"07/24/2007","682.20","681.90","687.50","681.30","","0.12%"
"07/23/2007","681.40","684.10","685.10","680.55","","-0.34%"
"07/20/2007","683.70","677.60","686.40","675.40","","0.86%"
"07/19/2007","677.90","673.10","677.90","671.40","","0.74%"
"07/18/2007","672.90","664.60","674.30","664.60","","1.22%"
"07/17/2007","664.80","665.20","667.45","662.40","","-0.03%"
"07/16/2007","665.00","666.40","668.90","664.00","","-0.34%"
"07/13/2007","667.30","666.80","668.85","663.70","","-0.01%"
"07/12/2007","667.40","660.40","669.45","660.40","","0.95%"
"07/11/2007","661.10","663.70","666.30","660.10","","-0.36%"
"07/10/2007","663.50","660.40","665.20","659.00","","0.50%"
"07/09/2007","660.20","656.40","663.20","653.80","","0.66%"
"07/06/2007","655.90","649.50","656.20","645.40","","0.94%"
"07/05/2007","649.80","654.10","656.85","646.10","","-0.67%"
"07/04/2007","654.20","653.10","655.15","653.10","","0.11%"
"07/03/2007","653.50","656.90","658.30","652.20","","-0.59%"
"07/02/2007","657.35","651.50","659.55","648.85","","1.19%"
"06/29/2007","649.65","648.85","652.95","646.85","","0.14%"
"06/28/2007","648.75","642.75","650.40","641.75","","0.78%"
"06/27/2007","643.75","643.05","645.35","639.65","","0.54%"
"06/26/2007","640.30","652.00","652.00","640.20","","-1.70%"
"06/25/2007","651.40","654.20","654.90","649.00","","-0.45%"
"06/22/2007","654.35","651.85","656.95","650.95","","0.37%"
"06/21/2007","651.95","654.75","657.20","648.25","","-0.50%"
"06/20/2007","655.25","661.45","662.10","655.15","","-0.92%"
"06/19/2007","661.35","655.95","662.15","653.95","","0.76%"
"06/18/2007","656.35","655.65","659.80","655.05","","0.09%"
"06/15/2007","655.75","652.35","656.20","650.25","","0.58%"
"06/14/2007","651.95","651.35","654.75","646.60","","0.17%"
"06/13/2007","650.85","647.95","653.10","643.65","","0.56%"
"06/12/2007","647.25","653.55","655.15","646.15","","-0.99%"
"06/11/2007","653.75","649.35","655.55","648.95","","0.80%"
"06/08/2007","648.55","659.25","661.85","645.15","","-1.65%"
"06/07/2007","659.45","670.65","673.15","658.55","","-1.70%"
"06/06/2007","670.85","670.35","672.75","665.35","","0.10%"
"06/05/2007","670.15","671.75","674.70","669.45","","-0.16%"
"06/04/2007","671.25","671.55","674.65","668.75","","-0.03%"
"06/01/2007","671.45","662.20","672.70","660.85","","1.59%"
"05/31/2007","660.95","653.20","662.70","653.20","","1.12%"
"05/30/2007","653.65","656.40","659.55","652.35","","-0.47%"
"05/29/2007","656.75","656.20","662.60","654.25","","0.17%"
"05/28/2007","655.65","655.50","658.85","653.85","","-0.08%"
"05/25/2007","656.15","654.45","657.55","653.75","","0.21%"
"05/24/2007","654.75","661.85","663.25","652.05","","-1.00%"
"05/23/2007","661.35","659.85","665.45","657.75","","0.35%"
"05/22/2007","659.05","662.95","665.25","658.05","","-0.65%"
"05/21/2007","663.35","662.75","664.55","657.35","","0.26%"
"05/18/2007","661.65","657.95","663.15","656.25","","0.59%"
"05/17/2007","657.75","662.65","665.25","654.15","","-0.66%"
"05/16/2007","662.15","672.55","673.95","660.15","","-1.49%"
"05/15/2007","672.15","669.75","674.25","665.25","","0.33%"
"05/14/2007","669.95","671.55","675.00","666.25","","-0.16%"
"05/11/2007","671.05","666.35","673.25","664.85","","0.69%"
"05/10/2007","666.45","680.65","681.65","664.75","","-2.09%"
"05/09/2007","680.65","685.25","687.35","676.25","","-0.69%"
"05/08/2007","685.35","689.25","689.45","682.35","","-0.45%"
"05/07/2007","688.45","688.55","691.55","686.95","","-0.04%"
"05/04/2007","688.75","682.55","691.40","680.90","","0.94%"
"05/03/2007","682.35","672.75","682.95","671.95","","1.41%"
"05/02/2007","672.85","673.95","675.25","667.55","","-0.07%"
"05/01/2007","673.35","678.45","680.50","671.75","","-0.72%"
"04/30/2007","678.25","681.45","682.15","676.05","","-0.40%"
"04/27/2007","680.95","674.65","682.15","670.95","","0.89%"
"04/26/2007","674.95","685.55","687.15","671.40","","-1.56%"
"04/25/2007","685.65","683.65","686.95","682.05","","0.34%"
"04/24/2007","683.35","689.55","691.95","681.15","","-0.83%"
"04/23/2007","689.05","693.25","693.85","686.85","","-0.33%"
"04/20/2007","691.35","683.85","693.85","682.85","","1.27%"
"04/19/2007","682.65","689.65","691.75","678.95","","-1.00%"
"04/18/2007","689.55","686.65","690.95","685.95","","0.25%"
"04/17/2007","687.85","690.25","691.05","686.05","","-0.39%"
"04/16/2007","690.55","686.25","691.25","683.45","","0.72%"
"04/13/2007","685.60","676.50","686.30","675.90","","1.42%"
"04/12/2007","676.00","677.50","680.30","671.60","","-0.19%"
"04/11/2007","677.30","677.80","681.10","674.50","","0.00%"
"04/10/2007","677.30","671.50","681.80","671.10","","0.98%"
"04/09/2007","670.75","674.00","678.05","669.50","","-0.56%"
"04/06/2007","674.50","674.00","674.70","673.25","","0.01%"
"04/05/2007","674.45","674.45","675.65","671.65","","-0.01%"
"04/04/2007","674.50","665.10","676.30","663.60","","1.58%"
"04/03/2007","664.00","664.80","668.00","662.30","","0.02%"
"04/02/2007","663.90","665.70","666.30","656.70","","0.05%"
"03/30/2007","663.60","661.80","668.40","660.90","","0.35%"
"03/29/2007","661.30","666.70","666.70","655.30","","-0.65%"
"03/28/2007","665.60","664.90","670.00","663.80","","0.23%"
"03/27/2007","664.10","664.10","666.10","661.80","","0.05%"
"03/26/2007","663.80","657.75","665.60","657.30","","1.02%"
"03/23/2007","657.10","663.90","664.70","655.50","","-1.01%"
"03/22/2007","663.80","664.10","667.10","662.30","","-0.06%"
"03/21/2007","664.20","658.50","664.30","657.20","","0.90%"
"03/20/2007","658.30","654.50","661.10","652.90","","0.70%"
"03/19/2007","653.70","653.20","656.75","652.10","","0.12%"
"03/16/2007","652.90","646.90","655.60","646.20","","0.93%"
"03/15/2007","646.90","644.00","650.25","643.50","","0.43%"
"03/14/2007","644.10","643.30","646.20","637.00","","0.09%"
"03/13/2007","643.50","650.50","652.20","643.40","","-1.18%"
"03/12/2007","651.20","649.25","654.25","646.10","","0.14%"
"03/09/2007","650.27","651.58","658.38","649.48","","-0.16%"
"03/08/2007","651.30","649.50","656.20","647.60","","0.83%"
"03/07/2007","645.95","646.25","650.85","642.85","","-0.21%"
"03/06/2007","647.30","636.30","648.00","632.80","","1.81%"
"03/05/2007","635.80","643.80","645.20","633.50","","-1.11%"
"03/02/2007","642.95","664.85","665.85","640.15","","-3.25%"
"03/01/2007","664.55","669.55","677.55","661.55","","-0.81%"
"02/28/2007","669.95","679.35","679.35","660.35","","-1.48%"
"02/27/2007","680.00","687.10","689.70","675.30","","-1.07%"
"02/26/2007","687.35","681.65","689.35","681.65","","0.66%"
"02/23/2007","682.85","677.55","688.55","673.05","","0.75%"
"02/22/2007","677.75","678.10","681.25","676.05","","-0.22%"
"02/21/2007","679.25","657.45","682.45","657.25","","3.11%"
"02/20/2007","658.75","670.85","672.15","655.75","","-1.91%"
"02/19/2007","671.55","669.35","673.55","667.85","","0.37%"
"02/16/2007","669.05","670.05","670.05","662.90","","-0.04%"
"02/15/2007","669.35","668.75","670.85","662.55","","0.03%"
"02/14/2007","669.15","664.35","672.20","663.75","","0.72%"
"02/13/2007","664.35","660.80","668.60","660.80","","0.35%"
"02/12/2007","662.05","667.95","668.55","660.00","","-0.69%"
"02/09/2007","666.65","660.55","668.15","657.15","","0.89%"
"02/08/2007","660.75","651.65","660.95","648.05","","1.40%"
"02/07/2007","651.65","653.55","656.85","651.55","","-0.32%"
"02/06/2007","653.75","648.35","658.75","648.25","","0.80%"
"02/05/2007","648.55","648.35","652.25","646.45","","0.05%"
"02/02/2007","648.25","657.15","659.85","643.15","","-1.44%"
"02/01/2007","657.70","653.00","662.00","652.20","","0.69%"
"01/31/2007","653.20","647.20","655.20","642.60","","0.90%"
"01/30/2007","647.40","643.80","647.50","641.30","","0.67%"
"01/29/2007","643.10","646.30","648.20","641.20","","-0.54%"
"01/26/2007","646.60","646.20","648.40","641.10","","0.08%"
"01/25/2007","646.10","648.60","654.50","645.70","","-0.37%"
"01/24/2007","648.50","646.70","649.10","639.00","","0.29%"
"01/23/2007","646.60","633.25","648.00","633.10","","2.16%"
"01/22/2007","632.90","635.75","640.10","632.70","","-0.41%"
"01/19/2007","635.50","627.00","636.50","626.90","","1.19%"
"01/18/2007","628.00","631.80","636.90","627.00","","-0.62%"
"01/17/2007","631.90","625.00","634.30","620.70","","1.04%"
"01/16/2007","625.40","626.50","628.20","622.90","","-0.21%"
"01/15/2007","626.70","626.20","628.30","624.50","","-0.03%"
"01/12/2007","626.90","611.75","627.70","610.10","","2.45%"
"01/11/2007","611.90","611.60","616.25","609.20","","0.03%"
"01/10/2007","611.70","613.60","614.50","606.20","","-0.29%"
"01/09/2007","613.50","609.80","616.20","606.50","","0.59%"
"01/08/2007","609.90","608.75","610.10","604.40","","0.41%"
"01/05/2007","607.40","622.00","626.50","602.20","","-2.35%"
"01/04/2007","622.00","627.50","630.70","622.00","","-0.91%"
"01/03/2007","627.70","640.50","645.40","625.30","","-2.00%"
"01/02/2007","640.50","637.30","641.30","636.30","","0.58%"
"12/29/2006","636.80","634.80","636.80","632.30","","0.28%"
"12/28/2006","635.00","627.30","635.70","626.75","","1.23%"
"12/27/2006","627.30","624.80","629.60","624.20","","0.38%"
